0.53,0.415,0.175,0.7395,0.2645,17
0.665,0.54,0.175,1.347,0.415,17
0.735,0.59,0.225,1.756,0.58,21
0.66,0.545,0.185,1.32,0.455,16
0.575,0.4,0.155,0.9325,0.3,17
0.57,0.465,0.125,0.849,0.24,15
0.63,0.48,0.145,1.0115,0.305,12
0.55,0.45,0.13,0.92,0.29,11
0.54,0.42,0.135,0.8075,0.235,11
0.59,0.455,0.145,1.073,0.285,14
0.58,0.46,0.13,0.921,0.29,13
0.655,0.53,0.175,1.2635,0.415,15
0.625,0.5,0.195,1.369,0.37,17
0.555,0.45,0.175,0.874,0.305,10
0.6,0.47,0.175,1.105,0.315,15
0.56,0.46,0.235,0.8395,0.305,12
0.585,0.455,0.225,1.055,0.365,15
0.56,0.435,0.18,0.889,0.25,11
0.31,0.22,0.085,0.146,0.045,6
0.27,0.195,0.08,0.1,0.03,6
0.4,0.29,0.115,0.2795,0.075,9
0.28,0.2,0.08,0.0915,0.03,5
0.325,0.23,0.09,0.147,0.045,4
0.21,0.15,0.05,0.0385,0.01,3
0.2,0.14,0.055,0.035,0.01,5
0.235,0.16,0.06,0.0545,0.015,4
0.175,0.125,0.04,0.024,0.005,4
0.155,0.11,0.04,0.0155,0.005,3
0.385,0.3,0.095,0.24,0.085,9
0.29,0.23,0.075,0.1165,0.04,7
0.275,0.205,0.07,0.094,0.0325,5
0.42,0.325,0.115,0.2885,0.1135,15
0.445,0.35,0.115,0.3615,0.117,8
0.32,0.245,0.075,0.1555,0.049,11
0.255,0.195,0.065,0.08,0.027,8
0.205,0.155,0.045,0.0425,0.0155,7
0.35,0.255,0.065,0.179,0.06,10
0.28,0.21,0.08,0.1085,0.0345,7
0.45,0.335,0.14,0.4625,0.15,14
0.535,0.42,0.15,0.6995,0.24,12
0.345,0.27,0.09,0.195,0.059,9
0.37,0.285,0.1,0.228,0.081,10
0.35,0.265,0.09,0.1775,0.068,12
0.195,0.145,0.05,0.032,0.012,4
0.325,0.24,0.075,0.155,0.06,9
0.415,0.345,0.135,0.3865,0.148,13
0.32,0.24,0.085,0.17,0.049,7
0.31,0.225,0.075,0.1295,0.044,9
0.235,0.17,0.055,0.0515,0.0195,7
0.345,0.255,0.08,0.169,0.054,10
0.34,0.265,0.085,0.1835,0.065,10
0.46,0.365,0.125,0.467,0.158,10
0.36,0.295,0.1,0.2105,0.075,9
0.355,0.265,0.09,0.168,0.063,8
0.38,0.235,0.1,0.258,0.08,7
0.355,0.26,0.085,0.1905,0.055,6
0.325,0.24,0.085,0.173,0.05,7
0.33,0.255,0.095,0.1875,0.06,7
0.45,0.34,0.13,0.3715,0.105,9
0.33,0.215,0.075,0.1145,0.035,6
0.48,0.375,0.145,0.777,0.17,9
0.255,0.18,0.065,0.079,0.025,5
0.31,0.225,0.08,0.1345,0.05,7
0.295,0.215,0.075,0.129,0.04,7
0.455,0.35,0.12,0.4835,0.16,11
0.55,0.425,0.155,0.9175,0.335,13
0.475,0.385,0.145,0.6175,0.215,14
0.49,0.39,0.15,0.573,0.17,21
0.54,0.415,0.145,0.74,0.245,12
0.485,0.37,0.14,0.5725,0.175,10
0.535,0.405,0.185,0.8345,0.29,16
0.51,0.4,0.14,0.6515,0.185,10
0.565,0.44,0.185,0.909,0.255,15
0.525,0.4,0.17,0.7305,0.195,11
0.59,0.44,0.15,0.9555,0.295,11
0.5,0.375,0.15,0.636,0.19,10
0.38,0.29,0.12,0.283,0.085,9
0.28,0.205,0.1,0.1165,0.03,5
0.385,0.285,0.105,0.2905,0.0875,12
0.395,0.295,0.115,0.316,0.1105,12
0.4,0.3,0.125,0.417,0.1175,9
0.415,0.325,0.14,0.417,0.144,10
0.315,0.25,0.09,0.203,0.0795,11
0.36,0.295,0.13,0.2765,0.1005,10
0.375,0.3,0.1,0.2465,0.083,11
0.355,0.265,0.085,0.201,0.0695,8
0.35,0.255,0.08,0.1915,0.063,9
0.555,0.455,0.16,1.0575,0.293,13
0.555,0.44,0.15,1.092,0.4405,15
0.525,0.41,0.13,0.99,0.295,15
0.465,0.36,0.08,0.488,0.155,11
0.4,0.305,0.085,0.297,0.1,10
0.505,0.4,0.125,0.77,0.255,13
0.525,0.4,0.13,0.8295,0.275,11
0.545,0.42,0.13,0.879,0.23,13
0.52,0.4,0.12,0.823,0.265,15
0.505,0.38,0.13,0.656,0.22,13
0.525,0.425,0.12,0.8665,0.29,18
0.51,0.39,0.125,0.6565,0.175,10
0.52,0.385,0.115,0.669,0.205,12
0.535,0.41,0.135,0.862,0.32,14
0.445,0.345,0.09,0.3795,0.125,10
0.53,0.44,0.205,0.835,0.245,14
0.53,0.415,0.13,0.8425,0.265,20
0.52,0.385,0.14,0.6595,0.16,9
0.535,0.42,0.13,0.8055,0.28,14
0.695,0.515,0.175,1.5165,0.39,15
0.485,0.355,0.12,0.547,0.14,10
0.65,0.515,0.175,1.4805,0.525,20
0.62,0.505,0.185,1.5275,0.35,13
0.615,0.525,0.155,1.1375,0.37,20
0.57,0.44,0.155,1.116,0.27,13
0.57,0.43,0.12,1.0615,0.31,15
0.585,0.405,0.15,1.2565,0.325,15
0.64,0.51,0.19,1.613,0.47,14
0.545,0.45,0.15,0.978,0.3,11
0.345,0.27,0.095,0.197,0.07,9
0.385,0.275,0.115,0.2685,0.085,8
0.455,0.34,0.135,0.462,0.12,9
0.49,0.38,0.14,0.7605,0.185,10
0.53,0.41,0.165,0.732,0.31,11
0.505,0.385,0.145,0.6775,0.2,15
0.49,0.38,0.14,0.6385,0.195,13
0.465,0.35,0.14,0.5755,0.19,15
0.56,0.41,0.165,0.93,0.3,13
0.505,0.385,0.15,0.6415,0.215,12
0.515,0.435,0.145,0.8815,0.255,10
0.55,0.415,0.175,1.042,0.2905,15
0.495,0.385,0.135,0.709,0.262,12
0.47,0.37,0.18,0.51,0.1625,9
0.575,0.45,0.165,0.9215,0.256,12
0.58,0.465,0.16,1.0345,0.3635,12
0.515,0.405,0.145,0.695,0.234,15
0.53,0.41,0.155,0.7155,0.214,11
0.44,0.335,0.11,0.394,0.122,9
0.52,0.42,0.16,0.745,0.2885,11
0.46,0.34,0.135,0.495,0.185,10
0.45,0.335,0.125,0.349,0.115,10
0.425,0.33,0.13,0.4405,0.155,9
0.515,0.38,0.135,0.6615,0.155,10
0.405,0.305,0.12,0.3185,0.095,7
0.505,0.405,0.14,0.875,0.285,12
0.415,0.305,0.1,0.325,0.091,6
0.47,0.375,0.12,0.5805,0.169,8
0.49,0.385,0.125,0.609,0.1775,8
0.5,0.4,0.125,0.5975,0.166,9
0.505,0.44,0.14,0.8275,0.239,8
0.525,0.395,0.13,0.7635,0.225,8
0.54,0.405,0.125,0.891,0.202,9
0.55,0.45,0.15,1.0145,0.2875,10
0.555,0.435,0.145,0.9685,0.2385,9
0.565,0.45,0.155,1.0595,0.265,10
0.57,0.455,0.15,0.952,0.2745,9
0.57,0.435,0.13,0.7535,0.194,10
0.59,0.475,0.165,1.077,0.3095,9
0.59,0.46,0.13,1.102,0.33,12
0.6,0.475,0.175,1.3445,0.36,11
0.6,0.495,0.175,1.29,0.3445,11
0.605,0.455,0.16,1.1035,0.325,9
0.615,0.51,0.15,1.296,0.32,9
0.615,0.505,0.165,1.34,0.41,12
0.62,0.5,0.165,1.307,0.315,9
0.63,0.505,0.165,1.26,0.406,14
0.635,0.51,0.17,1.3555,0.39,9
0.65,0.525,0.175,1.4715,0.399,11
0.655,0.52,0.165,1.4095,0.405,9
0.655,0.58,0.205,2.0805,0.601,17
0.66,0.53,0.17,1.3905,0.453,15
0.66,0.52,0.19,1.558,0.4,10
0.73,0.595,0.23,2.8255,0.897,17
0.47,0.365,0.12,0.612,0.14,8
0.475,0.37,0.125,0.537,0.15,9
0.48,0.375,0.115,0.6765,0.17,6
0.48,0.385,0.145,0.64,0.1575,6
0.48,0.36,0.1,0.439,0.115,8
0.48,0.365,0.12,0.6015,0.14,7
0.49,0.385,0.125,0.649,0.1695,8
0.495,0.395,0.135,0.6335,0.1495,8
0.495,0.4,0.135,0.61,0.144,7
0.5,0.39,0.135,0.6595,0.1565,6
0.5,0.385,0.135,0.6425,0.1535,7
0.5,0.4,0.125,0.6725,0.1825,7
0.505,0.41,0.125,0.642,0.155,9
0.51,0.39,0.135,0.769,0.19,8
0.51,0.405,0.15,0.7035,0.1885,8
0.51,0.41,0.145,0.796,0.1955,8
0.515,0.39,0.155,0.7125,0.155,7
0.525,0.4,0.14,0.7325,0.17,11
0.53,0.405,0.125,0.6515,0.186,7
0.535,0.43,0.14,0.7165,0.2155,8
0.535,0.435,0.14,0.874,0.2195,8
0.57,0.45,0.155,1.195,0.295,10
0.57,0.45,0.155,1.1935,0.343,10
0.57,0.445,0.14,1.0635,0.24,8
0.57,0.46,0.17,0.9035,0.214,7
0.575,0.475,0.16,1.114,0.29,9
0.58,0.455,0.15,1.012,0.2835,10
0.58,0.49,0.13,1.1335,0.237,9
0.59,0.465,0.155,1.136,0.275,11
0.59,0.47,0.16,1.206,0.309,8
0.595,0.475,0.165,1.213,0.274,9
0.595,0.455,0.15,1.044,0.27,9
0.605,0.475,0.155,1.161,0.275,9
0.605,0.47,0.165,1.2315,0.2925,11
0.61,0.47,0.15,1.1625,0.3085,11
0.61,0.475,0.155,1.168,0.3295,10
0.625,0.49,0.175,1.3325,0.405,10
0.63,0.485,0.155,1.278,0.31,8
0.63,0.48,0.15,1.1785,0.3235,8
0.635,0.49,0.175,1.375,0.395,11
0.635,0.525,0.185,1.4065,0.3745,10
0.64,0.505,0.155,1.4025,0.335,10
0.645,0.52,0.175,1.636,0.432,11
0.645,0.52,0.175,1.561,0.4,8
0.645,0.5,0.175,1.3385,0.349,11
0.65,0.495,0.16,1.304,0.3725,9
0.65,0.52,0.21,1.6785,0.46,11
0.65,0.525,0.185,1.622,0.477,10
0.66,0.535,0.19,1.5905,0.5175,9
0.66,0.495,0.195,1.6275,0.485,10
0.67,0.525,0.165,1.6085,0.4005,11
0.68,0.535,0.185,1.607,0.498,12
0.69,0.525,0.175,1.7005,0.405,8
0.69,0.505,0.2,1.872,0.48,10
0.71,0.565,0.205,2.198,0.5475,11
0.715,0.565,0.175,1.9525,0.4135,10
0.765,0.6,0.22,2.302,0.6205,12
0.43,0.335,0.12,0.397,0.1035,7
0.47,0.36,0.105,0.544,0.129,7
0.49,0.465,0.125,0.5225,0.141,7
0.5,0.39,0.125,0.5215,0.131,6
0.52,0.4,0.145,0.7765,0.185,9
0.525,0.405,0.12,0.7555,0.201,9
0.545,0.39,0.135,0.7835,0.156,7
0.545,0.41,0.12,0.793,0.19,9
0.545,0.415,0.14,0.82,0.218,9
0.55,0.425,0.15,0.8315,0.2165,10
0.56,0.43,0.145,0.8995,0.234,9
0.56,0.445,0.16,0.8965,0.2215,8
0.56,0.415,0.145,0.852,0.205,8
0.565,0.455,0.15,0.9595,0.23,9
0.565,0.435,0.15,0.99,0.206,8
0.57,0.46,0.15,1.0375,0.25,9
0.575,0.435,0.14,0.8455,0.222,9
0.575,0.455,0.135,0.907,0.26,9
0.575,0.445,0.17,1.0225,0.228,9
0.575,0.445,0.145,0.847,0.22,9
0.58,0.455,0.15,1.114,0.265,8
0.58,0.455,0.195,1.859,0.441,9
0.58,0.445,0.135,0.814,0.22,9
0.58,0.45,0.14,0.9615,0.253,9
0.58,0.45,0.145,1.0025,0.2295,8
0.585,0.46,0.145,0.9335,0.235,9
0.585,0.465,0.16,0.9555,0.265,7
0.59,0.47,0.15,0.9955,0.24,8
0.6,0.455,0.17,1.1915,0.24,8
0.6,0.465,0.155,1.0165,0.225,10
0.605,0.475,0.14,1.1175,0.274,9
0.605,0.48,0.17,1.1835,0.317,10
0.61,0.485,0.16,1.0145,0.2415,8
0.61,0.485,0.145,1.3305,0.2865,9
0.61,0.47,0.165,1.052,0.267,9
0.615,0.46,0.17,1.0565,0.27,10
0.62,0.47,0.135,1.0195,0.2475,8
0.62,0.45,0.2,0.858,0.2405,8
0.625,0.48,0.185,1.2065,0.286,8
0.63,0.47,0.155,1.1325,0.287,8
0.63,0.5,0.175,1.2645,0.3425,10
0.64,0.515,0.165,1.369,0.358,10
0.645,0.53,0.195,1.39,0.3735,10
0.65,0.5,0.155,1.202,0.294,11
0.655,0.515,0.16,1.31,0.345,11
0.665,0.525,0.16,1.363,0.34,8
0.685,0.52,0.165,1.519,0.4,10
0.69,0.53,0.21,1.583,0.3865,12
0.695,0.56,0.185,1.74,0.4375,10
0.7,0.565,0.18,1.751,0.446,9
0.7,0.575,0.19,2.273,0.638,12
0.715,0.55,0.19,2.0045,0.5075,12
0.715,0.535,0.19,1.6755,0.42,10
0.72,0.565,0.145,1.187,0.2685,8
0.725,0.505,0.185,1.978,0.4505,12
0.735,0.585,0.185,2.124,0.5,11
0.745,0.565,0.215,1.931,0.5,11
0.755,0.58,0.205,2.0065,0.595,10
0.495,0.395,0.12,0.553,0.167,8
0.5,0.42,0.135,0.6765,0.2065,9
0.525,0.42,0.155,0.842,0.2045,9
0.535,0.435,0.15,0.717,0.194,9
0.55,0.43,0.15,0.8745,0.248,9
0.555,0.44,0.14,0.8705,0.255,9
0.565,0.445,0.15,0.796,0.219,8
0.565,0.39,0.125,0.744,0.1685,11
0.57,0.435,0.17,0.873,0.2705,10
0.57,0.435,0.125,0.8965,0.275,9
0.575,0.46,0.155,0.892,0.22,10
0.58,0.46,0.155,1.4395,0.2955,10
0.58,0.455,0.135,0.7955,0.204,10
0.585,0.465,0.155,0.9145,0.235,9
0.585,0.49,0.185,1.171,0.335,10
0.585,0.46,0.165,1.1135,0.274,10
0.585,0.47,0.165,1.409,0.295,10
0.585,0.475,0.15,1.065,0.2885,10
0.585,0.45,0.18,0.7995,0.237,8
0.59,0.47,0.18,1.187,0.31,9
0.59,0.455,0.155,0.8855,0.275,10
0.6,0.475,0.17,1.1315,0.309,10
0.6,0.48,0.155,1.014,0.325,11
0.6,0.46,0.155,0.9595,0.295,11
0.605,0.49,0.14,0.9755,0.315,10
0.61,0.45,0.15,0.871,0.25,10
0.61,0.48,0.165,1.244,0.305,12
0.61,0.475,0.17,1.0265,0.3035,10
0.61,0.48,0.17,1.137,0.347,10
0.61,0.46,0.16,1,0.275,10
0.615,0.47,0.165,1.128,0.34,10
0.615,0.5,0.17,1.054,0.295,10
0.615,0.475,0.17,1.129,0.3,10
0.615,0.48,0.175,1.118,0.3,9
0.62,0.51,0.175,1.2815,0.39,10
0.62,0.495,0.18,1.2555,0.355,12
0.625,0.455,0.17,1.082,0.315,9
0.63,0.485,0.145,1.062,0.3365,12
0.63,0.495,0.16,1.093,0.315,12
0.635,0.49,0.16,1.101,0.3455,10
0.635,0.475,0.17,1.1935,0.3665,10
0.635,0.51,0.155,0.986,0.31,10
0.64,0.565,0.23,1.521,0.406,15
0.64,0.525,0.18,1.3135,0.4075,10
0.645,0.51,0.16,1.1835,0.345,11
0.645,0.5,0.195,1.401,0.3725,10
0.645,0.525,0.16,1.5075,0.4325,11
0.65,0.525,0.175,1.5365,0.405,11
0.65,0.51,0.19,1.542,0.375,9
0.655,0.535,0.205,1.6445,0.46,13
0.655,0.49,0.175,1.3585,0.365,10
0.675,0.545,0.185,1.7375,0.469,13
0.685,0.545,0.205,1.7925,0.461,9
0.705,0.565,0.515,2.21,0.512,10
0.705,0.555,0.215,2.141,0.528,11
0.72,0.575,0.215,2.173,0.5365,12
0.415,0.315,0.115,0.3895,0.103,9
0.44,0.32,0.12,0.4565,0.1025,8
0.45,0.335,0.125,0.4475,0.11,6
0.475,0.37,0.125,0.649,0.142,8
0.485,0.39,0.085,0.6435,0.198,8
0.485,0.37,0.13,0.526,0.1555,6
0.505,0.385,0.105,0.5525,0.1555,9
0.515,0.425,0.145,0.9365,0.2185,8
0.52,0.4,0.125,0.559,0.149,8
0.525,0.4,0.14,0.7205,0.1735,8
0.53,0.4,0.125,0.7575,0.175,8
0.55,0.425,0.16,0.793,0.215,9
0.57,0.445,0.15,0.9875,0.249,8
0.575,0.465,0.15,1.08,0.238,9
0.575,0.46,0.165,0.9155,0.2385,8
0.585,0.455,0.15,0.906,0.2335,8
0.59,0.44,0.15,0.8725,0.245,8
0.6,0.455,0.155,0.945,0.25,8
0.6,0.465,0.2,1.259,0.357,9
0.62,0.485,0.155,1.049,0.25,10
0.62,0.48,0.165,1.0725,0.312,9
0.625,0.52,0.175,1.4105,0.3465,10
0.625,0.47,0.18,1.136,0.305,11
0.63,0.47,0.145,1.1005,0.276,9
0.63,0.455,0.15,1.1315,0.305,9
0.63,0.48,0.15,1.271,0.31,11
0.635,0.51,0.185,1.308,0.377,8
0.645,0.51,0.155,1.539,0.43,11
0.65,0.515,0.175,1.466,0.4,10
0.65,0.485,0.14,1.175,0.215,8
0.655,0.51,0.215,1.7835,0.4195,11
0.66,0.505,0.165,1.374,0.345,10
0.67,0.545,0.2,1.7025,0.41,11
0.67,0.51,0.175,1.5265,0.345,10
0.67,0.5,0.19,1.519,0.415,10
0.68,0.515,0.17,1.6115,0.395,11
0.69,0.525,0.2,1.7825,0.461,12
0.7,0.555,0.2,1.858,0.595,11
0.705,0.56,0.165,1.675,0.388,10
0.72,0.565,0.2,2.1055,0.494,12
0.725,0.575,0.24,2.21,0.5015,13
0.74,0.57,0.18,1.8725,0.446,10
0.75,0.55,0.18,1.893,0.445,11
0.475,0.36,0.1,0.4285,0.112,7
0.48,0.355,0.16,0.464,0.239,8
0.525,0.415,0.145,0.845,0.2875,8
0.525,0.4,0.155,0.707,0.225,9
0.54,0.455,0.14,0.972,0.269,10
0.55,0.435,0.14,0.7625,0.259,10
0.56,0.425,0.135,0.849,0.2645,10
0.565,0.44,0.125,0.802,0.215,9
0.565,0.43,0.15,0.831,0.219,10
0.57,0.45,0.14,0.795,0.245,9
0.575,0.455,0.165,0.867,0.268,8
0.575,0.47,0.185,0.985,0.355,10
0.575,0.445,0.16,0.839,0.239,9
0.575,0.44,0.16,0.9615,0.275,13
0.58,0.46,0.155,1.0335,0.295,10
0.58,0.43,0.13,0.798,0.2285,10
0.59,0.49,0.165,1.207,0.309,10
0.595,0.45,0.14,0.838,0.217,10
0.595,0.45,0.145,0.959,0.2535,10
0.6,0.48,0.165,0.9165,0.2725,9
0.6,0.47,0.165,1.059,0.275,9
0.6,0.47,0.16,1.194,0.2635,10
0.605,0.475,0.145,0.884,0.27,8
0.61,0.475,0.155,0.983,0.266,10
0.61,0.47,0.16,1.022,0.2945,9
0.61,0.47,0.17,1.1185,0.31,9
0.615,0.47,0.16,1.0175,0.28,10
0.615,0.475,0.175,1.224,0.311,9
0.62,0.515,0.175,1.221,0.395,13
0.62,0.48,0.15,1.266,0.309,12
0.625,0.49,0.165,1.1165,0.3325,11
0.625,0.475,0.16,1.0845,0.3105,10
0.625,0.5,0.17,1.0985,0.354,9
0.63,0.505,0.17,1.0915,0.3,9
0.63,0.49,0.17,1.1745,0.339,11
0.63,0.485,0.165,1.233,0.3035,10
0.63,0.495,0.175,1.2695,0.328,11
0.635,0.5,0.17,1.4345,0.418,12
0.64,0.515,0.18,1.247,0.3685,10
0.64,0.525,0.185,1.707,0.4435,11
0.645,0.505,0.15,1.1605,0.335,10
0.645,0.5,0.175,1.286,0.386,12
